species,spp10,spp2,dir_species,image,subset
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,9743d0a0-0d6d-4f8b-8855-fdc4f773702b.jpg,train
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,9d131f40-f281-471f-8021-db371d209af4.jpg,train
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,aa20fef4-039f-414e-8da1-628ece80bade.jpg,train
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,ae2f86cf-7488-43db-857f-99115af02a56.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,af87a065-3ec0-4089-aee2-aa8e5e76a819.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,b4134ccd-a354-458e-8a30-b02018471ebb.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,bb3e09a6-c546-4745-aa41-3b39be40e97d.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,c5b0062e-a62d-492f-a8ab-3a5e582b2284.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,ca3e9a53-1df0-4559-97be-f19ba1c36ad2.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,ccd9e22f-d59b-424e-b506-0b2ce614df4a.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,cd521cd7-6150-4aba-91f0-b0271375118f.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,cdb91d6f-591c-48ad-96c9-d77a44249d02.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,d6ad1f55-8785-4db1-9bdb-8db67ef19e58.jpg,validation
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,dcb4dbff-52b5-4eb1-9ffa-4da3b3527700.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,de73649a-c9c2-4672-92bd-ac6d085f47b3.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,e01682ac-3909-4c7d-9946-599a86a16951.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,e1ad9ae6-ea44-486b-9f88-25c5640c0709.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,e3717be1-5aef-49ff-ba07-870f9fc09dee.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,e51918ce-0637-4d4d-a43f-492c6826580f.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,e5688833-7eb0-45bf-b464-06bc2f2d8ec4.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,f28f1947-ad6f-41b4-b621-7387b34a16aa.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,f350b48e-b178-41f3-90c8-563c992fa995.jpg,test
05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/05765_Plantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora_columbiana,f5dffadf-2592-4fc0-9175-12515c27fbe5.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,0215cb12-73bb-4c59-8170-a3ffcb7a5b10.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,04030042-12e4-49be-a830-b103b2d3fcb8.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,1c828153-cf03-46d6-9f4e-d2bb89107fa4.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,25f1f45c-6d76-4da4-ad9f-fb40b4c3bd15.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,2d08870c-15ce-4d68-b9f8-bf1dd08e0013.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,31a366c9-8822-4d39-a2f2-2e44d51079d8.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,3a3eecc0-6914-40dc-8eac-3152f450e172.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,3a447293-d87b-4c9a-b4d1-37cbae36d7f4.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,3da2c3f6-93c7-4e3e-99be-398965a41e3f.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,4209a91d-cb4e-4d68-9513-b5139c4aee27.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,446ece14-98c6-4de9-9462-b722ef718074.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,44aa6504-0e13-4a33-9fa0-31837c5e6ad2.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,47e0badd-882f-4ecd-a2ff-54082a03b956.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,4803340a-63c9-4e37-b07d-7a38bdf6b2d9.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,497dc250-a555-4c5b-9956-70d9b282bbe2.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,4b4cfb80-c241-4754-b4a6-769ada07284e.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,5001e4d7-58c7-46b1-bebe-2097312000ce.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,5f048c97-ea6a-494b-9eba-f2a2620c9a6a.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,61df7978-986d-4b32-a83f-ee2225a9749d.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,6f8deb12-9592-4846-b51a-fc151008d7cc.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,78f677c3-6601-4745-a928-a570c786c954.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,88f7730f-e804-4db7-859b-b0b13cefe5ca.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,8c668858-b441-4cff-930f-9a5e9b769192.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,92931dbf-ffe4-4642-ab07-abc00b80164d.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,9503e212-b7db-4dd7-ab15-0330385db0d9.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,9b715865-f32a-4c51-9811-f0123cdbe3f4.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,a1ec47c0-4593-472c-a6b1-fa1064a01497.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,a326cc06-1ea4-4fe8-94c3-c32f8e0d607e.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,aadb496d-51a7-4db1-84ea-d21f376e125c.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,aeb881d4-c541-40cd-a331-53f1a41024b6.jpg,train
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,b2cfaf38-0639-4e17-a6c8-344ace19a55e.jpg,validation
